idx|Premise|Hypothesis|label
91712c|Good, said San'doro.|It's bad, said San'doro.|1
55354c|Knowing that analysts can now move the market, speculators jump in and out.|Knowing that analysts can't change the market a lot, speculators invest and then take their money out often.|1
109141c|he's uh i read those uh actually i think my favorite author really right now is uh William Johnstone|His least favorite Author is William Johnstone.|1
107347c|Teams, to broaden their knowledge.|It is to lessen their knowledge.|1
31633c|He was a smaller man, only slightly taller than San'doro.|He was shorter than anyone else he knew.|1
91969c|That is why GAO's human capital legislation is so important.|GAO's human capital legislation is completely irrelevant and unimportant.|1
20613c|The standards do not cover accounting for the plan per se as distinct from the administering entity.|The standards cover just the accounting for the plan.|1
20519c|You trust to me, miss, it'll be all right.|I'm not that confident that things will work out right.|1
88670c|(And all this time, I thought you actually had to be physically present at Slate.com in order to write for it.)|People have to physically present at Slate.com to write for it.|1
81685c|sure okay what else can we talk about who do you work for|I want to know nothing about who you work for.|1
91343c|Mr. Casellas received a Bachelor of Arts degree from Yale University and his Juris Doctor from the University of Pennsylvania School of Law.|Mr. Casellas has never been the recipient of a Bachelor of Arts. |1
73107c|The things to listen and look out for could be any one, or perhaps several, of the the alarm bark of the deer, a noisy screech from the monkeys, and the most telling sign of all vultures waiting for the tiger to abandon the leftovers of what he caught for lunch.|Tigers primarily hunt for vultures.|1
22711c|I am disappointed in Japp. |Japp exceeded my expectations.|1
52874c|well i think we've got uh like a language barrier too i think most of the people there speak only Spanish i'm not sure how fluent they are in English and that's one of the major problems i i see with uh other countries as such being uh say the possibility of becoming states that we don't have a common language with them|Spanish speaking countries should never be allowed statehood.|1
88579c|In 1998, the four LSC-funded programs in Indiana submitted a state plan to LSC that was seriously flawed.|The were zero LSC funded programs in Indian in 1998.|1
106591c|no it's um uh it's an older home and uh so it already has the the yard's already been established um but there have like big oak trees in the front and so the grass is not growing out underneath the oak trees so i'm have to get out there and do something about that you know spread some seed and fertilizer and stuff|There is a huge tuft of grass under the oak trees that needs mowing.|1
73727c|But as the public places its faith less in orthodoxy and more in the marketplace of ideas, creationists are developing a hardier strain of populism that appeals to progressive concepts such as questions, skepticism, and investigation.|Most people these days don't care to question long held beliefs because they age scared and don't want to rock the boat. |1
66122c|The savings are substantial relative to the current $10 billion delivery costs.|It currently costs just a dollar.|1
84623c|An' mustangers ain't above throwin' a sticky loop when they see a hoss worth it.|Mustangers buy all their livestock at Costco.|1
64621c|oh they just uh they had three tall guys who had uh didn't meet the requirements you know uh|They had three tall guys that met the requirements.|1
62718c|and uh so gee you know this was nineteen seventy three and none of us had ever seen a soccer game so then so then we go out and watch it and she enjoys it and they play the fall season and spring season so she played two seasons in the first grade and|We saw soccer games every weekend back then.|1
47172c|yeah the Persian is|Yeah, the Persian isn't the one.|1
19346e|13, 2001); Human  A Self-Assessment Checklist for Agency Leaders, GAO/OCG-00-14G (Washington, D.C.: September 2000); Human  Design, Implementation, and Evaluation of Training at Selected Agencies, GAO/T-GGD-00-131 (Washington, D.C.: May 18, 2000); Human  Using Incentives to Motivate and Reward High Performance, GAO/T-GGD-00-118 (Washington, D.C.: May 2, 2000); and Management  Elements of Successful Improvement Initiatives, GAO/T-GGD-00-26 (Washington, D.C.: Oct. 15, 1999).|There is a Self-Assessment Checklist for Agency Leaders,|0
64232c|To be honest, I think the Secret Service guys think we're having an affair.|We're not having an affair, so of course the Secret Service guys don't think we are.|1
2572c|It isn't true! |That's correct.|1
43693c|This form of justification, which became known as laxism, may explain why Jesuit priests were the confessors of choice among Europe's Catholic aristocracy.|Jesuit priest were among the least preferred confessors in Europe's Catholic aristocracy.|1
11458c|At last… . The moment was almost breathless in its emotion.|Even after attaining the top prize, it felt just like any ordinary day.|1
105106c|yeah yeah right he felt that he really had an in so you know he things he would do with an airplane but any rate that's off the subject no i haven't seen i haven't seen|He doubted his ability to fly a plane|1
55167c|And this can be very tiresome for everyone involved.|This can be exciting to those involved. |1
138235c|Despite the renowned management methods and worker efficiency that drove the country's spectacular postwar recovery, many wonder whether traditional Japan's collectivist values can appeal to new generations seeking greater individualism and a more prominent role in the running of family, company, and society.|The Japanese traditional values have made a full recovery in the years after the end of the war.|1
95635c|something with uh a cuisine that's a little bit you know more sophisticated like an Italian or French restaurant or something like that|Something more simple than Italian or French cuisine.|1
76503c|This Subpart establishes a back-stop trading program that will go into effect if the States in the WRAP (i.e.|This Subpart did not establish a back-stop trading program |1
79648c|yeah he had had had sort of mixed success with them uh when he was there but|he experienced total failure with them while he was there|1
111600c|so but that's also about the time you start getting cabin fever|That's also when you start to get along really well with them.|1
69613c|Yes, and it was a race for time.|There was ample time.|1
63680c|They're slow, stupid, ugly, and rude.|They are fast, agile and very handsome.|1
75264c|Today we saw what 'compassionate conservativism' pretends to be, harrumphed Sen.|The senator complimented them profusely.|1
133295e|12Office of Management and  Changes Resulting From the OMB 2000 Reorganization|There were changes in management due to the reorganization.|0
123094c|Nowadays, it's considered more chic to use its French name, the Cete d'Azur.|Using the English name for the Cete d'Azur has recently been considered chic.|1
39777c|'Don't call me that.|It is fine if you call me that.|1
32116c|A signpost flashed by the train window.|The train was one that did not have any windows. |1
135349c|So Klein, of all people, should appreciate the stricter kinds of pleasures.|So of all people, David should appreciate stricter sorts of inquiries.|1
30163c|A retrospective rescues the American sculptor from his reputation as the unsubstantial user-friendly modernist (Roberta Smith, the New York Times ). Reviewers say the show highlights the way Surrealism inspired Calder's now-forgotten grotesque sculptures from the 1930s.|Calder has never created art before.|1
54566c|From Victoria Peak, Hong Kong's highest point, or from skyscrapers and hotels, they are especially exciting at night when the lights are on.|Victoria Peak, while known as Hong Kong's highest point, isn't actually so.|1
23955c|and um the there is men and also women women aren't um nearly as frequent and also that have elderly couples once their kids have left that can volunteer to go on a mission and um they're all over the world and its it is an incredible logistics i mean they have a training center where they teach them it's called the Missionary Training Center in Utah and they have to be taught the language|There is no place in Utah to learn a language.|1
19761c|(Her taste, incidentally, has been  No John Grisham or John Gray; lots of interesting, underpublicized novels.|She really hates novels and refuses to read them.|1
122292c|Advanced in this decade by heretic anthropologist Stan Gooch, who has also argued that the original, full-blooded Neanderthals were telepathic.|Stan Gooch is not an anthropologist. |1
112224c|And with the sky falling, we dare not trust one.  The words blurred off in a fog of semiconsciousness and half-thoughts.|One's mental state and capacity to process did not change under these circumstances.|1
47085c|If Gaddis wants to blame Stalin and authoritarian rule for the Cold War, he must explain why the confrontation lingered on so long after the old brute's death in 1953.|Gaddis does not blame Stalin for the cold war. |1
103118c|Turn right at this intersection, and then left where two lions flank a passage leading to a striking white Buddhist stupa in a large courtyard.|There aren't any lions sculptures in that region, Buddhists used only monkey sculptures.|1
96770c|Why me? he asked.|Why didn't they choose me for that? he asked.|1
88488c|And the problem and crisis in the family farm is real.|There is no real problems among the family farm.|1
92979c|Start out from the center, the heart of medieval Florence, on the street named after the drapers' guild, the Via Caleala.|Florence was built in the 17th century.|1
109729c|'This way, Mr. Franklin,' the dense man sad.|The duy didn't speak.|1
123506c|The asteroids are something else again.|The comets are dull.|1
125077c|The price differential between Priority Mail and single piece parcels is very small.|The price difference between Priority Mail and single piece parcels is huge.|1
96861c|Clients whose counsel withdrew would face the possibility of having their case dismissed if the client failed to respond to discovery or comply with procedural requirements.|Counsel can't withdraw, therefore there is no danger to the client.|1
143618c|Government Technology magazine is dedicated to providing government executives with key information they need to succeed in running modern government.|There is no magazine available to give tips for successfully running modern government.|1
27126c|Celebrating Trajan's campaigns against the Dacians in what is now Romania, the minutely detailed friezes spiraling around the column constitute a veritable textbook of Roman warfare utilizing some 2,500 figures.|The column is complete undecorated, with no artwork at all on its surface. |1
38344c|For the first time I felt that, with Evelyn Howard, something indefinable had gone from the atmosphere. |She didn't feel any change. |1
115654c|Maddeningly, he leads us to the center of the Hobbesian maze, then refuses to extricate us.|He allowed us to leave the maze as soon as we wanted. |1
113221c|Word-forming, which caused the most battles between the two scientific talents, was to be calmly discussed during a three-month-long follow-up meeting on the Tralmar Sea coast sponsored by the leading mobile phone companies of both countries.|They were having a meeting on the Baltic Sea.|1
90023c|But if you can control it and bring in one of your computers or the parts for one--  Sixteen tries later, Dave was cursing as he stared at a pile of useless items.|Ten tries later, Dave was able to create a working prototype.|1
41402c|yes i don't know if yeah i don't know if that relates to that or not but|I know that it's not related to that at all. |1
16439c|"They were entirely in the dark as to my real attitude up to the very last moment ”which partly accounts for my success."""|They knew about my real attitude right from the beginning.|1
32879c|Since its founding in 1983, PSC has continued to promote and further the notion that private sector know-how can, and should, be utilized to assist in solving public sector challenges by supplying federal managers with modern ideas, methodologies, and applications through over 300 projects.|PSC does not believe in the private sector.|1
129779c|well we've got to talk so it's just just as well we argue|We talked and then we hugged each other.|1
47689c|"Just get here, Mac?""  ""Yeah,"" Hanson assented."|Hanson and I agreed that Mac should stay far away.|1
23967c|I'm afraid we're now in the position of having to track Miss Vandemeyer anew.|Our original plan to locate Miss Vandemeyer will still function. |1
24855c|well the camping i grew up with was like tents and Coleman stove type and uh you know that just either out in the woods or actually i i grew up water skiing i was uh from California and so we would go up to the Sacramento uh river sloughs the delta there|The Sacramento river sloughs aren't even in California.|1
122644c|If leave is not approved in advance, it should be reviewed for approval or disapproval as soon as reasonably possible after taken.|Leaves will not be approved in any situation; they are simply not a part of our workforce. |1
108517c|' That is said scornfully or dismissively, says historian and Brinkley mentor Ambrose, who tapped Brinkley to succeed him as director of University of New Orleans' Eisenhower Center.|Ambrose is definitely not a historian bt rather is unemployed.|1
104448c|oh so you're at the house you're not at the plant oh hold it oh that's good that's good i thought i heard a holler there in the background but i wasn't sure|Oh you are at the plant still.|1
128726c|The grand bronze equestrian statue of Marcus Aurelius that anchors the piazza's center is a copy; the restored original from the second century a.d. is sheltered within the Palazzo Nuovo museum to its left.|There isn't any statue of Marcus Aurelius there, that place is abandoned.|1
6964c|Slate editor, who suggested I do a piece.|Slate editor did not tell me to do a piece.|1
110107c|oh that's there for direct yeah the direct sun beating on it yeah yeah that's right|The direct sun beating on it is not an issue.|1
31527c|I tried asking myself what I would do.|I didn't consider it at all.|1
127240c|and we just had a really big ice storm and basically half the trees in in in our city i'm in Rochester which is uh right upstate half of the trees in the city|There were no storms at all, just a very peaceful period.|1
37527c|Reluctantly, I raised my hands.|I enthusiastically put my hands up.|1
60285c|The LSC-funded programs in Illinois have a long history of working together on joint projects, state support and other matters.|The LSC does not fund or assist any programs.|1
73767c|and some of the patent attorneys have been real casual in their clothes and then other ones tend to always wear a suit with a very starched cotton shirt so that's just you|The patent attorneys are all required to wear a suit and tie at work. |1
82711c|The participants applauded the deterrent put in place by the Sarbanes-Oxley Act of 2002, which sends a signal that persons who prepare or attest to fraudulent financial statements can go to jail.|There are no penalties for preparing fraudulent financial statements.|1
41728c|The parties Coward held here were legendary.|Coward never held any parties.|1
98120c|Later, the strategic location and deep-water channel close to the coast brought in the bigger vessels of the trade-wind traffic crossing the Indian Ocean.|The location was placed terribly and did not allow larger vessels of trade to enter.|1
127072c|We're meant to feel that we're coming to the end of the line, an impression confirmed in Domenico Gnoli's painting of an empty table covered with a lace tablecloth, Without a Still Life (1966), placed toward the end of the show and chosen for the cover of the catalog.|Gnoli painted an empty pool.|1
103398c|Both were left derelict by Norman invaders, and Bishop Maurice de Sully authorized construction of the cathedral to replace them in 1163.|Bishop Maurice de Sully refused to give authorization to the creation of the cathedral.|1
19886c|It never  As soon as the horde hears the words Social Security, a silence falls.|There was a loud cheer from the horde.|1
67896c|The exception, stewardship PP&amp;E, consists of Federal mission PP&amp;E, heritage assets, and stewardship land.|The heritage assets aren't considered to be exceptions.|1
43879c|Holocaust Memorial Museum, which he and his wife, Addie, worked for years to bring into existence.|He and his 19th wife, Thelma, helped to create the Holocaust Memorial Museum. |1
1772c|But Szwed overlooks a crucial distinction between Sun Ra and his forebears.|There is no difference between Sun Ra and his forebears.|1
18738c|did i okay i didn't know whether you could hear because i i have to take the phone away from my ear to do it|I know you heard it.|1
71086c|This sends a powerful message to potential new recruits that the position is important enough to the organization that it warrants senior executive attention.|The position is unimportant if the executive gives it attention.|1
114496c|Pompey's Pillar sits only a few minutes' walk to the southwest.|Pompey's Pillar sits an hour's walk far to the southwest.|1
86270c|Drive west along the D514 to Berniyres and Courseulles (where the Canadians staged their Juno Beach landings, marked by monuments on the beaches), and then the Canadians' cemetery 4 km (21.2 miles) to the south at Reviers.|There are no memorials marking the spot where the Canadians landed.|1
58431c|No artifice assists these honeylike waves.|The waves were generated by a wave making machine.|1
46096c|In the charming Camera di San Paolo (Via Melloni), you'll find the Benedictine convent's private dining room for the highly unconventional abbess, Giovanna da Piacenza.|The Benedictine convent was a simple affair, with no room for dining areas. |1
83085c|At 11pm, all the houses in town switch on all their lights, opening all the doors and windows, setting the hillside ablaze in light.|None of the houses in town have their lights on at 11pm.|1
79086c|Further, Her Majesty's Treasury requires disclosure in the notes to the financial statements on a cash basis of all instances of significant irregular expenditures arising from erroneous benefit awards and fraud by claimants.|Irregular expenditures have not arisen from benefit awards.  |1
41609c|Lawyers in their first three years of practice or who are inactive but wish to remain on the roll of attorneys pay $90.|Lawyers don't have to pay anything, they just have to leave their name to stay on the roll.|1
64050c|so they'll actually fit in the canoe and then you go for days at a time|they don't fit in the canoe at all, and you can only go for one day|1
71848c|We have no such training.|We have a lot of that training.|1
412c|I must, however, give you kudos for being the first writer I've ever seen limn Beck's Godley Creme influence.|You are not the first writer I've encountered who's inspired by Beck.|1
35112c|Something had changed.|Everything remained the same.|1
32519c|" ""Bayliss!""The captain had half turned, but Don Cazar's call halted him."|Don Cazar was calling Baywatch.|1
86597c|At this time, it is unclear how new tax-subsidized saving accounts might affect personal saving and ultimately national saving.|It is known how the old tax-subsidized savings account will affect the other savings accounts.|1
22789c|"How'd that get there? He lifted the canvas, looked in, and said, with relief, ""They're still there."""|He didn't bother to look inside.|1
50788c|Some editors prepare for trips by Federal Expressing their luggage to their destination.|Some editors Federal Express their children to the destination to save money.|1
82710c|uh collect them and leave us new bags when ours get old and ratty or leave the ones if they're still in good shape|Don't worry about collecting our bags.|1
8809c|well like i say i i guess i'll root for any football game because i really like the sport and i'm glad that was my topic today so|I love football, but there are only a few teams I root for.|1
109687c|Only that has also been tried several times, senor .|Staying out of trouble is something he does best.|1
10336c|In a variation of the preceding, one agency proposed to implement a statistical sampling process where the sample limitation was increased from $2,500 to $25,000, the same limitation for fast pay.|Fast pay has a limit of $1,000.|1
21785c|The Erlenborn Commission was established to evaluate the scope of permissible representation for eligible aliens by LSC grantees.|The Erlenborn Commission evaluates illegal aliens.|1
83981c|Accounting for Revenue and Other Financing Sources and Concepts for Reconciling Budgetary and Financial Accounting, paragraph 81.|The number of paragraphs for this item is 80.|1
141663c|on on credit cards and uh i i had recently had some dealings with a fellow that they had run up he was making oh considered a modest salary for an engineer and he had run up uh more than a years salary in in various debts to and he wound up declaring bankruptcy but there it it's hard to believe that you'd run up twenty thirty thousand dollars of uh well it was a combination of things he had uh there were|I dealt with a guy that made enough money and had no debt.|1
36236c|With a little cooperation from the community, I think we can implement electronic filing and service of documents.|We will mandate the usage of the new electronic filing system by the community.|1
106541c|How do, Cousin Jane? he said lightly.|He didn't speak to Jane.|1
88707c|For security reasons today, the 40-minute uphill walk to the monastery should be done only with a large group or on an organized tour.|The monastery is located downhill|1
52466c|The Presidential Memorandum establishing the NEPDG provided that one of the results of this action would be the gathering of information relevant to a national energy policy.|The Presidential Memorandum eliminated the NEPDG.|1
44395c|If ten percent or more of the cases sampled in the self-inspection process have problems, then LSC assumes that there are overall problems within the grantee's case closing records, which may affect the accuracy of the CSR data.|LSC examines each and every case rather than just pick random sample.|1
94260c|Besides the beach, water sports, especially boating and sailing, are the islands' primary draw.|It's not possible to take part in boating or sailing on the islands.|1
60384c|It was also suggested that the PCAOB should evaluate the recent events that have affected the public's confidence in auditors to consider what further actions may be needed beyond those mandated by the Sarbanes-Oxley Act of 2002 and recent regulatory changes and proposals.|It was suggested that the PCAOB should fire all auditors and start over.|1
22510c|and probably the worse thing that ever happened was around March the weather starts getting funny it will be warm one day and freezing the next|The weather is always hot in march.|1
104882c|Zarco happened upon a small volcanic archipelago 1,000 km from Lisbon.|Zarco did not make any discoveries.|1
91548c|FDA estimates the direct compliance costs of the rule will be about $44.|The FDA thinks that it would cost millions to comply to the rule.|1
31543c|oh yeah it is neat to get other people especially since you got other ideas about how people uh how people react to things and stuff especially when it comes to um social services uh i'm      i'm i'm glad they have a lot of uh um you know topics on social services because|I think they should not cover topics on social services.|1
111971c|'Senseless.|I totally get it.|1
68051c|England will be plunged in anarchy.|England will never turn to anarchy.|1
26170c|Nor do Hollywood movies show any sign of revising Nixon's image.|Nixon's image will be redone by Hollywood. |1
6745c|I couldn't have cared less if President Clinton had an extramarital affair, other than that he spent taxpayer money to get on television and swear to us repeatedly that it did not happen.|I was really shocked that President Clinton had an extramarital affair.|1
129975c|This is a pure pro-bono project, Brownell said. |Brownell told them that the project will have its plugged pulled.|1
117653c|Transactions should be promptly recorded to maintain their relevance and value to management in controlling operations and making decisions.|Management does not care about the transactions and does not record them or use them in any way.|1
11115c|In last Wednesday's New York Times , Richard Severo  Originally, Pedro had a body that was crushed in a train wreck near Chicago.|Last Wednesday, the edition of New York Times had only one subject, ponies.|1
72215c|Aside from the occasional Ted Turner bombshell, the Gateses seem to have just about guaranteed themselves the top slot on The Slate 60 for the rest of their lives, even if they never give another nickel away.|The Gateses have never appeared on The Slate 60, probably because of the extreme philanthropist Ted Turner maintaining the top slot for decades.|1
75653c|Coverage related load time is the fixed portion of load time at a stop|Coverage related load time is the amount of time a TV show takes to run.|1
23961c|Ca'daan laughed and started back the opposite direction.|Ca'daan remained motionless.|1
88795c|The streets running parallel to Princes Street in the New Town also have shops and boutiques, and there are several antique shops on the Georgian streets north of Queen Street.|The streets running parallel to Princes Street in the New Town is a giant landfill.|1
31202c|to develop an approach that the President can support.|The approach should oppose the president.|1
65129c|Nebbishes will never ascend to the heights of nerds.|Nebbishes have a high level of respect.|1
105761c|No observer can enter a scene without preconceived ideas, but they can be set aside.|Zeros personal bias is the assumed state of being, for many people.|1
17721c|it may be a much reduced force than what we used to have over there but you still better have the key players in place if something does go down even if it's a regional conflict if United States is going to flex its muscle and be the super power that it is not only does it it can talk the talk but it's got to be able to walk the walk it's got to have the stuff to back it back up what it's saying if you've only got a token force there you can't hold your ground|It is a giant force.|1
48476c|The road up to Amber takes you through classical Rajasthani landscape, its parched hills embracing Lake Maota, where water buffalo snooze lazily in the sun.|The road down to Amber brings you through a modern cityscape, filled with bustling streets and shops.|1
34615c|That new information is now reflected in the remainder of the piece.)|There is no such new information available. |1
120473c|In making him a pariah, the world is legitimizing men who are almost as awful.|The world portrays these men as wonderful.|1
65764c|As Durga, she is fierce, riding a tiger and brandishing a sword.|She is lazy as Durga, the goddess of the Stars.|1
72513c|Gross national saving|Net national spending.|1
80575c|and uh she just would get them real cheap and stuff and send them over but she she is quite familiar with i guess because it seems like uh older people have much better um in their schooling they they got more of the classics than i did you know and she knows so much more of them than i do i wouldn't even know you know to go look for that author or that book|It cost a fortune to buy them.|1
55771c|Its profusion of lapis lazuli is actually a thin shell fused to plaster stucco.|The entire part of the wall is made completely of lapis lazuli.|1
10186c|So in order to believe that discrimination explains the black/white wage differential, you must believe that managers throughout the industry are so blinded by racism that they are willing to throw away a 150 percent gain for their stockholders, and the acclaim of all Wall Street for themselves.|You have to think that racism has never affected anyone.|1
116052c|The course, designed in 1993 by Cabel Robinson, has 18 holes and is set in the luxuriant Quinta do Palheiro Ferreiro gardens.|The Quinta do Palheiro Ferreiro gardens have a 21 hole golf course.|1
33955c|Poor Emily! |Poor Jane!|1
90324c|yeah what uh the current climate is i saw a little flyer and uh i thought it was interesting uh is they are now offering you know flex flexible benefits where you have more control and allocate uh like you can uh pay for uh vacation time if you want to take more vacation you can just buy them out or something like that so i can can do other things and uh|I saw the flyer and I found it boring and misleading, they are now supposedly offering more flexible benefits but I could care less.|1
118515c|Within a week the snoop had discovered his unlisted phone numbers, bank balances, stock holdings, and salary, as well as the phone numbers of everyone he calls.|The snoop was not able to find a single clue.|1
39287c|Nobody really knows how big a problem this is, and the extent will surely differ from area to area.|This problem has the same effects on all areas.|1
12254c|they haven't really had any good sales on plants yet|They have had a number of great sales on plants.|1
122948c|Mount Charleston has a ski area, the Las Vegas Ski and Snowboard Resort, also known as Lee Canyon.|There is no skiing near Vegas.|1
38039c|The unusual picks include Robert Smithson and Donald Judd.|Donald Judd was the sole unexpected pick of the lot.|1
691c|"Hurry up, she panted, ""or we'll miss it."" They arrived on the platform just as the train came to a standstill."|The train left the platform before they got there.|1
38000c|to go beat up on people and i think that i think we need to a little more justice at home i'm not sure how we get that  whether there's a connection there but|Beating up on people will create more justice at home. |1
114635c|They are also renowned throughout Japan for two doing business and eating.|They are an underdog when it comes to Japanese business.|1
9033c|'Good.|It was not good.|1
99925c|Adrin swung hard, aiming for Jon's left arm.|Jon swung directly for Adrin's left arm.|1
64176c|Look also for boxed chess and backgammon sets made from wood inlaid with pieces fashioned from mother of pearl or ivory.|Discard the wood inlaid sets with pieces fashioned from mother of pearl of ivory.|1
28442c|When White House aides and congressional Democrats reflexively expressed confidence in Clinton's denials, their assurances were portrayed as bolstering Clinton's case.|All White House aides stated that they didn't believe Clinton.|1
140051c|What do you suppose he found when he scrutinized these miles of celluloid with Pitt doing nothing and taking his sweet time doing it?|He didn't so much as glance at the miles of celluloid.|1
59701c|What better way to keep potential trouble-makers under his thumb than to coop them up at Versailles, and let them squabble for rights and privileges as futile as attending His Majesty's awakening?|The best way to keep trouble-makers under his thumb was to keep them outside of Versailles.|1
62423c|Titanic (Lunt-Fontanne Theatre, New York City).|Titanic is not on theatre.|1
71591c|One of your readers is   over software billionaire Dave Duffield giving $200 million for homeless dogs and cats.|Dave Duffield is not a billionaire. |1
129797c|Gentilello concurred, commenting that insurance claims data can be a useful source of follow-up data, as can a simple phone call to inquire whether a patient has returned to the doctor recently.|Gentiello disagreed about the insurance claims and said that the matter would not be discussed again.|1
12126c|and um  a salad and then for desert i wanted i would i really wanted to make um just brownies or French doughnuts would have been good but it's real hard to make them they don't really come out like they do in New Orleans up here i don't know why|It is easy to make French doughnuts, I always make them correctly. |1
138131c|they do not get referrals from the SEC and the AICPA, or because those organizations have made the information confidential.|The SEC and AICPA are great resources for referrals.|1
66031c|From Candlemakers Row, enter the Greyfriars Churchyard through a gate on the right.|You cannot enter the churchyard from the row.|1
65341c|but yeah they  they decided that that was enough camping for the weekend|They mentioned it wasn't enough camping when they came back this weekend.|1
7118c|Shiva is said to have poured the river down on the plains from the Himalayas; this mythical story leads Hindus to believe that Varanasi is the oldest city in the world.|Hindus believe that Caletta is the oldest city in the world.|1
56812c|GAO's staff, mostly accountants, began to change to fit these new assignments.|GAO's staff didn't need to adjust to these new assignments.|1
56809c|"By the way, you are English, are you not?"""|Are you a Canadian ferret?|1
2000c|Allergy treatment is a burgeoning sector of the economy.|Allergy treatment does not affect the economy. |1
58895c|There are many cafe and restaurants, and you can shop on the various levels for antiques, crafts, and clothes.|There are only a couple of cafes and restaurant, and one shop.|1
71552c|Last week, Eleanor Clift predicted that China would detarget its missiles, and Michael Barone predicted the outcome of Colombia's election.|Last week, Eleanor Clift could not predict if China would detarget their missiles, and Michael Barone had no idea who would win Colombia's election.|1
12090c|Were they in there?|Were they not packed away over there?|1
5617c|yeah yeah the uh bureaucracy seems to spend more money just trying to administer some of these programs than the programs are worth uh it seems uh an awful waste of time to have so many people having to fill out so much paper just to get rid of so few dollars in some of these cases|The paperwork people have to do is worth the trouble.|1
139427c|The rule was determined to be an economically significant regulatory action under Executive Order No.|The rule was determined to be an environment action under the Executive order.|1
80679c|you could not|You should.|1
105883c|A Hindu fanatic, enraged by what he felt was an excessively fervent defense of the Muslim interests, assassinated Gandhi in a prayer meeting on 30 January.|Gandhi lived to the old age of 96, before dying of natural causes.|1
67689c|yeah that's uh it's been a problem that i've noticed a lot in print that uh um once you have collected this what do you do with it because there's not a whole lot of companies that are taking it there's a lot of people that want to participate and given the facilities will participate and they've proven that time and time again|Many companies would like to participate.|1
62724c|Masons dug a shaft 10 m (33 ft) into the bedrock for Ramses III's tomb (11) c.1151.|Mason's decided to quietly slip Ramses III's body into the river.|1
86127c|The Lower Terrace is cut by a wide ramp leading to a large courtyard at Middle Terrace level and a smaller ramp leading to the Upper Terrace (unfortunately closed to visitors).|All four terraces are connected by long stairways (now open to visitors).|1
41390c|For example, GAO recommended that the President's Council on Year 2000 Conversion require agencies to develop contingency plans for all critical core business processes.|The GAO had no influence on the President's Council on Year 2000.|1
117113c|Directly across from the Kumari Bahal stands the incongruous white Grecian facade of a palace wing that was built in 1908 by Prime Minister Chandra Shumshere, a Rana responsible for the Singha Durbar and many of the city's neoclassical edifices.|The entire palace was built 200 years ago.|1
146064c|oh okay um-hum exactly and it seems like everything is raising every everything that can be cigarette not that i smoke but cigarettes|Everything is dropping.|1
116518c|Of course not.|Obviously, that is the case.|1
113029c|VBA adopted a balanced scorecard approach in fiscal year 1999 as a strategic management tool to drive organizational change, provide feedback to employees on measures they can influence, link performance appraisal and reward systems to performance measures, and provide incentives to managers to work as teams in meeting performance measures.|Managers will not receive any incentive to work as a team.|1
74184c|Gambas are prawns, and langostinos the jumbo-sized version.|Langostinos are microscopic versions of a prawn.|1
40607c|Can you imagine?|Can you draw?|1
30476c|This is entirely and totally wrong, and anyone paying any attention to what's going on with Java would know this.|There is nothing wrong and everyone knows about Java.|1
109543c|College students, drop your pencils!|Keep writing, guys. You have plenty of time.|1
11277c|yeah that's i don't think it's the kind of thing for anybody i know i wouldn't be able to watch it|Everybody would like to watch that.|1
101763c|A famous example is the Klein bottle, a kind of higher-dimensional Moebius strip whose inside is somehow the same as its outside.|The bottle was broken in pieces.|1
122667c|6. We already qualified Bay Ridge, Brooklyn, and Staten Island in the first day, says O'Brien hopefully.|O'Briend knwe that Bay Ridge and Brooklyn had already been disqualified. |1
45643c|Another answer, which may interact with the first, is that the oligarchs are not in this for the long run anyway--that at some level they all expect the game to end fairly soon, and they are simply trying to grab as much as they can.|There is only one answer to this question.|1
29240c|The SEC received 97 comments to the proposed rulemaking.|The SEC received zero comments about the proposed rulemaking.|1
90665c|Then he slumped, steamed ...|He was no where to be found.|1
136009c|The Kal stood next to Ca'daan while the others finished off the few whipmasters who had survived.|Ca'daan and the Kal killed the remaining whipmasters.|1
51730c|Sir James stroked his chin thoughtfully.|Sir James doesn't have a chin. |1
34791c|Ca'daan caught sight of the rapier's hand guard.|Ca'daan couldn't see the rapier.|1
55449c|it's similar|It's not like that. |1
130924c|French-speaking citizens protested the snub with a petition and a demonstration that got out of control and turned into violence.|The French-speaking citizens were not interested in petitioning.  |1
56986c|With Disney's brand name perhaps stronger than ever--its theme parks, movie studios, and merchandising machine booming--the fact that the part of the company unconnected from that brand is struggling must make Eisner wonder whether this was an investment that needed to be made.|The Disney brand is at the weakest it has ever been. |1
61219c|Parents find themselves intervening to stop their kids from making bad deals with unscrupulous classmates.|Parents ignore their kids at all times.|1
142413c|He is clever, observed Poirot meditatively. |Everyone, including Poirot, spoke about his dimness.|1
72395c|This may be justified or not--we like him well enough around here!|We detest him.|1
10833c|um-hum so yours is a class an aerobics class that you go to|There is so much more to aerobics than a class.|1
127120c|so what are you going to get it off with if you get it on and it's dried|It is clear to see how you will remove it once it has become dry.|1
38498c|well today it was i mean the air was just so sticky so damp|THe air was dry and clean.|1
101029c|Time 's Lance Morrow says Clinton constantly pushes the envelope to see what he can get away with, like a 2-year-old who tests the limits of his independence by toddling off.|According to Time's Lance Morrow Clinton doesn't act like a 2 year old testing the limits of what he can get away with.|1
33218e|1 The term competitors stands for private firms that compete for portions of postal work, possibly as contractors or agents of mailers or mailing organizations.|Competitors are firms that do some postal work.|0
