idx|Premise|Hypothesis|label
17308e|The Wall Street Journal Work Week column reports that Eighty-eight percent of CEOs surveyed anonymously report that they see a connection between a worker's age and productivity.|Eighty-eight percent of CEOs see a connection between age and productivity.|0
142227e|You wrote, He could've made a movie called Fuck You, Pope if he wanted.|"He could have titled the film "":Fuck you, Pop"" if he desired. "|0
75535e|Evidence as to his intrigue with Mrs. Raikes �poor Mary, that must have been bitter hearing for a woman of her pride. |The hearing was painful to Mary and her pride.|0
39601e|This isolated town is the last bastion of the mystical sign of the dalo, a figure holding a rainbow over his head that was believed to be a talisman against the evil eye.|The dalo is believed to be a talisman against the evil eye.|0
48919e|At the far end of Inns Quay is the site of the first bridge across the Liffey, which was built in 1214.|The first bridge across the Liffey was at the far end of Inns Quay.|0
84051e|If he can transport the mail for less than the discount, he will choose to do so.|He will choose a lower cost if it is available.|0
124730e|Every year, for three weeks in August and September, all eyes are on the dozens of performances and events in the many theaters of the city center.|There are dozens of performances and events every year in the city center.|0
35925e|The moment I was out of sight of the crowd, I flopped onto the floor.|I flopped onto the floor when I was out of sight.|0
44639e|Avenida Arriaga ends at the Praca do Infante, where a statue of Prince Henry the Navigator (a copy of the one at Lagos in the Algarve) sits at the easternmost tip of Parque Santa Catarina (St. Catherine Park).|There's a statue of Prince Henry the Navigator in the park.|0
15092e|A pleasant way to enjoy the lake is to take a trip on the Victorian steamer Gondola.|There are Victorian steamer Gondolas on the lake.|0
131758e|Get busy, and go after her! |Go and run after her.|0
133343e|Call Las Vegas a Far West Tiger, and you wouldn't be too far off the mark.|Las Vegas is a far west tiger.|0
44015e|A federal election monitor decertified Ron Carey's election as president of the Teamsters, citing evidence of fraud and diversion of union funds to Carey's campaign.|Carey's election was decertified.|0
44726e|that's a big chunk out of someone's life uh certainly you know there could be advantages and things to be learned|That's a lot of their life and there are things to be learned.|0
72799e|On its outskirts the road croses a river where you may see children fishing or swimming off flat rocks, and women and girls washing clothes as they do in all 14 of Basse-Terre's major rivers.|The road crosses a river on the outskirts.|0
19082e|wife beaters--are booed.|Wife beaters are booed.|0
24212e|But as Felix Frankfurter wrote in dissent, this distinction is silly.|The distinction is stupid according to Felix Frankfurter's writing.|0
3666e|" ""Fix our sky,"" the old man said woodenly."|Repair our sky, the old man said dryly.|0
113392e|Time 's feature argues that settling is trickier than it  Can Clinton acknowledge Jones' claim and not admit to any wrongdoing?|Resolving the issue is going to be difficult.|0
88186e|There are caves in the rock with other people.|There are other people in caves.|0
109497e|The Barrier Gate (Portas do Cerco), which was built more than a century ago, marks the boundary between the enclave of Macau and the People's Republic of China.|Macau and the People's Republic of China are separated by the Portas do Cerco.|0
112403e|It wasn't fair that anyone with character enough to be that human even as a zombie should be wiped out without even a moment's consideration.|A person might be human, even when they were a zombie, if they had enough character.|0
54052e|An area in which pro bono work has surged is among another traditionally unpopular and vastly under-represented  immigrants.|Immigrants have experienced a surge in pro bono legal assistance.|0
110760e|The few people on the streets looked up and made threatening gestures, but there was no flight of arrows from the ground.|No one on the ground launched an attack.|0
10934e|Caught in the act, and somewhat flurried he hastily shuts and locks his desk. |Someone caught him, and he then locked his desk.|0
59703e|okay yeah this is this is actually the first time i've i've had someone call me so|This is the first call like this I've gotten.|0
50504e|Some future Paul Saenger, perhaps in a book to be called When Hands Left the Keyboard , will, I hope, be able to tell the story of one more happy accident.|Some future Paul Saenger, perhaps in a book called When Hands Left the Keyboard, will be able to tell the story of one such happy accident.|0
25553e|Look around the audience and you'll see plenty of locals nodding off unselfconsciously.|Many locals are nodding off in the audience around you.|0
29143e|we went to the play-offs|We traveled to the play-offs.|0
45515e|Internal Control Provides Reasonable Assurance, Not Absolute Assurance|Internal control provides some form of assurance.|0
132565e|Until gas costs more, consumers won't pay the premium for enviro-friendly vehicles.|Consumers will not pay extra for economy cars unless gas prices go up.  |0
27078e|'But they don't just want a body!' I insisted.|They want more than a body. |0
700e|They all play chess by mail with Marilyn vos Savant, and she kicks their ass.|She kicks their ass at chess.|0
71332e|In consequence of that quarrel, your mother very suddenly and hurriedly makes a new will. |There was a fight caused a new legal document to be created.|0
43369e|The mosaic floor of the original Byzantine church is especially charming.|There is a mosaic on the floor of he church.|0
119672e|It is a mountainous island and its inhabitants have a rugged individuality that matches the landscape.|The islanders can be a little rough around the edges, much like the mountains themselves.|0
40414e|Of course, not all attorneys concur with every decision Zelon makes in court.|Some of the attorneys disagree with Zelon's decisions in court.|0
99777e|(The predictable lesson--justice isn't cut and dry--clogs the film's gears, says the Washington Post 's Eric Brace.)|Eric Brace says that the movie's lessons on justice really bogged it down.|0
74467e|In California everyone thinks they might be the next one to write the ultimate sitcom and buy their own piece of paradise.|There are many aspiring sitcom writers in California. |0
121164e|All represent different, often contradictory, facets of the greater whole that is Japan one of the world's most intriguing countries.|Japan is intriguing and often contradictory.|0
123913e|yeah i think he is i think he was|I think he was.|0
137149e|Newsweek 's regular issue is devoted to Americans at war.|Newsweek has a regular issue about American wars.|0
51912e|The room is also known as the Hall of the Double Axes.|Another name for this room is the Hall of the Double Axes.|0
105053e|The New Yorker that Newhouse bought in 1985 was profitable.|Newhouse bought the New Yorker in 1985.|0
59655e|Best wishes until we meet again--perhaps over Volume 9 of some future 14-volume biography of Rosalynn Carter.|Good luck until we meet again.|0
11719e|When they watched these films alone, the Japanese and the Americans had similar, distressed expressions on their faces.|The Japanese and Americans had similar reactions to the films while alone.|0
87215e|Under the Clear Skies Act, EPA does not expect that ACI will be implemented at many facilities due to the co-benefit of mercury removal from other control technologies.|There is an act named the Clear Skies Act.|0
79900e|Therefore, sections 202 and 205 of the Unfunded Mandates Reform Act of 1994 are inapplicable.|Sections 202 and 205 of the Unfunded Mandates Reform Act of 1994 are inapplicable.|0
91382e|In 1996, Salinger's agent forbade a nonprofit Catcher in the Rye Web site from using quotations from the novel, garnering the usual rash of publicity.|Salinger's agent does not let this website used quotes from Catcher in the Rye.|0
114564e|Beginning with 1999 cases, another significant change is the requirement for programs to report all cases eligible for LSC services, regardless of the funding source.|The requirement is in place for programs reporting LSC-eligible cases.|0
133867e|For a moment Tommy hesitated.|Tommy paused slightly with hesitation.|0
56925e|there was a thing in our we have a little Lewisville paper that just comes out twice a week and there was a thing in there just this week saying that in all of Denton County Lewisville had the highest crime rate of all of Denton it|We have a newspaper in our town.|0
123389e|now was there actually snow on the ground all that that time from September through what March|Was there snow from September up to March?|0
38701e| Windsurfing is a major attraction on Ibiza and Formentera; equipment can be hired at escuelas de windsurfing as well as many resorts.|Windsurfing is a very popular activity in Ibiza. |0
93924e|Dole also opposed public funding of bilingual education and the printing of government materials in Spanish.|The public funding of bilingual educational and government materials was opposed by the DOLE.|0
89712e|that's right although during during during the uh Presidential debates there was some really nasty patronizing|There was some really nasty patronising happening during the Presidential debates.|0
136227e|Republicans aren't sure whether to blame the spy case on ideology or corruption.|Ideology and corruption are both suspect in the spy case. |0
121110e|Even after the collapse of the economic bubble in 1992, construction projects are everywhere.|The economic bubble of 1992 didn't stop the expansion and growth of the city.|0
120262e|In theory, for-profits are equipped to do it through greater efficiency--economies of scale, easier closure of failing operations, and better access to capital.|It's easier for for-profits to access capital.|0
15632e|we we're real active in it for a long time but you know you get busy and|We had more to do than just it. |0
18663e|DIRECT COST -The cost of resources directly consumed by an activity.|The activity consumes resources.|0
21186e| The Kal smiled at Adrin.|The Kal gave a smile to Adrin.|0
7848e|Mir's life span has been extended well past what it was designed for, as Russia cannot afford a replacement.|Russia can't afford to replace Mir.|0
11692e|The family she had stayed with cared for her now.|She fell in love with the family who loved her just as much.|0
134237e|Sure, they fed us.|They fed us. |0
38055e|Interpretation of the law and the Constitution is the primary mission of the judiciary when it acts within the sphere of its authority to resolve a case or controversy.|The job of the judiciary branch is to interpret the Constitution in relation to current issues. |0
26753e|(Note that this C-R function is based on the original air quality dataset used in the ACS study, covering 50 cities, and used the median PM2.|A total of 50 cities were tested for the original air quality dataset.|0
126153e|Many people continue to be exposed to unacceptable levels of smog.|The amount of smog is still too high in areas where many people are exposed.|0
38233e|Judge's Domestic Violence Ruling Creates an Outcry in Kentucky|The decision of a Kentucky judge regarding domestic violence caused an uproar.|0
60854e|that's true that's true well did you start with TI out here and then go to|Did you start with TI first?|0
88918e|Opposite the Yomeimon, across the courtyard, is the Karamon ( Chinese Gate ), the official entrance to the inner shrine.|The Karamon is not far from the Yomeimon.|0
4803e|this rebuilding cycle without a without a backup bench and it's it's happened in basketball here with the Celtics and this year they finally gotten some backup support so you don't have to keep five guys out there for an hour you know|The rebuilding cycle will not operate without a backup bench.|0
121178e|and uh when you pull it out it's called bisque uh it started it off with greenware when you first start off and then it goes to bisque and that's when you can paint it|First, it's greenware but when it turns to bisque you can paint it.|0
52722e|A crash of crockery came from the attic above.|A smashing of plates and cups came from upstairs.|0
72440e|In a city of such human proportions it is not surprising that parks and gardens abound for recreation and relaxation.|Recreation and relaxation are provided in areas such as parks and gardens.|0
46700e|yeah yeah well it was an interesting day the other day uh i think it was um yeah it was last not not this past Friday but Friday a week ago|Well, it was an interesting day last Friday.|0
109880e|This is the millennium of the West, concludes the special year-end issue, which is by far the best of the millennial mags.|There is more than one millennial magazines available.|0
1857e|I took my stand from the first. |I took from the start.|0
53332e|Mesopotamian script was also copied, but it developed into the first Egyptian written language.|Mesopotamian script was copied |0
13206e|"77 ""The price, at any rate, would have to be enormous,"" she said lightly."|She said lightly, that the price at any rate, would have to be enormous.|0
45406e|Fortunately, perhaps, for those who favor tolerance and democracy, there is also no Khomeini--the leading Muslim organizations are deeply divided.|Khomeini is against tolerance and democracy.|0
32547e|The Michigan Bar Association guidelines encouraged but never mandated 30 hours a year per lawyer.|The Michigan Bar Association has guidelines to encourage, but not force 30 hours a year per lawyer. |0
11532e|oh yeah they look terrible here i look at those thing i say i wouldn't buy them not even to squeeze for orange juice uh|I wouldn't even buy them to squeeze for orange juice because they look so bad.|0
26595e|Although his criticisms in Passive Aggressive are right on the mark, Daniel Akst need have no fear of the free-riding index investors who strive for mediocrity by investing passively.|Daniel Akst is critical in Passive Aggressive.|0
122513e|Brighter colors often indicate synthetic dyes, whereas traditionally-made items are still made with the muted earthy colors of natural dyes.|Natural dyes tend to give more muted colors.|0
36567e|Ramparts connect the smaller pre-Roman Castillo Menor (Small Castle) with the Roman and post-Roman Castillo Mayor (Main Castle), once notorious for its dungeon.|The post-Roman main castle was infamous for its dungeon.|0
58415e|The guilty officials worked for the ministries of public economy and privatization, defense, justice, employment, and immigration, as well as in the courts and in regional customs and tax offices, the paper said.|There were guilty officials in many different ministries.|0
99848e|At last he heaved a deep sigh. |He breathed deeply.|0
20892e|"If they say so, said the Astronomer, ""I'm sure it will."|That must be the case.|0
5416e|But my feelings toward Mary became more romantic when I reached the 6 th grade.|Before 6th grade, I didn't feel very romantic towards Mary, but that changed once I entered the middle school. |0
19641e|Facilities offered include tennis courts and a private beach.|There's a private beach and tennis courts on the premises.|0
54278e|Smith returned to the idea of linking alcohol interventions with the other interventions in the ED.|Alcohol interventions is something Smith is working on.|0
124233e|The following table summarizes the details on the size and structure of the organizations' information security staffs.|The table summary includes details on the size of the organizations' information security staff.|0
115806e|Even the singers don't like these songs.|The singers don't like these songs |0
132233e|We'll have to give the foal a lift.|The foal needs us to give it a lift.|0
106023e|Beautiful private villas and a small number of fine resort hotels sit proudly on the headlands or nestle in the small bays.|The headlands are home to private villas and fine resort hotels.|0
105106e|yeah yeah right he felt that he really had an in so you know he things he would do with an airplane but any rate that's off the subject no i haven't seen i haven't seen|He thought that he could fly a plane|0
125188e|i'm going to have to try and do that|I will do that|0
61117e|oh i'm not i don't think i'm in the new car market|I'm not looking to buy a new car.|0
25627e|About 10 people attend the meetings in the atrium of the county's administration building.|A group of folks go to the gathering in the county building.|0
14220e|The analysis uses both quantifiable and general descriptions of the effects of the rule on small entities and to assist in the participation of small entities in the rulemaking, the FCC made available a complete copy of the proposed and final rulemaking materials via the Internet.|The descriptions as presented in the analysis used both quantifiable and general descriptions.|0
86970e|In this the Christmas season, when tasty sweaters and snuggly cheeses are on everyone's gift list, it's traditional to reflect on where it all began.|This time of year we usually think about the origins of the Holiday.|0
110711e|LSC published a Program Review Guide to aid staff and consultants while conducting on site recipient reviews.|To aid staff and consultants, while conducting on site recipient reviews, LSC published a Program Review Guide.|0
122572e|yeah that they they they claim that's why we're still there i mean you know why only you note it's only only a small number of people have actually come back yet|Barely anyone has come back yet, that's why you're still there. |0
66620e|Steps inside the outer columns lead up to galleries at four levels, and the view from the top gallery is spectacular.|The sight to be seen from the gallery's top is spectacular.|0
13023e|Outside, set in manicured gardens, are the remains of the Abbey of Holyrood.|The gardens are perfectly manicured.|0
19940e|The Po valley's economic expansion through land clearance and new irrigation works brought a rapid decline of feudalism.|Feudalism declined in the Po valley after land clearance and irrigation works expanded.|0
79840e|In the majority of domestic violence cases I see, alcohol, drug and mental health problems are at the heart of the problem.|Many domestic violence cases involve outside factors.|0
29271e|Its market gardens, second only to Valencia's, are watered by the River Segura and yet another Moorish irrigation system.|The only gardens that can be considered superior are Valencia's. |0
64481e|um-hum well i think we've probably|yes, well, i believe it's likely that we have|0
93609e|Constantine erected it in a.d. 330 to mark the city's new status as capital of the Eastern Roman Empire.|The city became the capital of the Eastern Roman Empire around a.d. 330.|0
20478e|i don't think there's it's it's an impossible task|There is a task that needs to be done.|0
144917e|It confers no reproductive advantage, so there's no reason we should have evolved brains capable of thinking about such a question.|If it doesn't give a reproductive advantage it is pointless to consider it. |0
129151e|they i think they charge more for cash advances so|I believe that they charge you more for cash advances.|0
76979e|i grew up outside of Houston and i don't think uh as far as gang violence and things i don't think it's any worse here than in Houston|I don't think gang violence is any worse here than in Houston.|0
136519e|Grants of tax-free land over the years had been made to Buddhist temples and members of the court aristocracy.|Tax-free land had been granted to Buddhist temples over the years.|0
7511e|(After all, when Wall Streeters say today that the Asia crisis is over, what they mean is that American exposure is over.|When Wall Street says that the crisis in Asia is over, it just means Americans don't see it anymore.|0
128788e|"I'm sorry, said the Industrialist, apologetically, ""but I think I had better take care of her."|The Industrialist wanted to take care of her.|0
87698e|Together, these characteristics, among others, differentiate the federal CIO environment from other environments.|The federal CIO environment varies from other environments. |0
45723e|'Hello Jon,' Marcus said as though not a single day had passed since we were both Gray Wolves hunting Voth.|Marcus and Jon used to hunt Voth together. |0
106465e|when i'm approving and then it's uh|When I am showing approval of something then its uh. |0
18286e|The cost to the federal government is estimated to be $8.|It costs approximately eight dollars.|0
69888e|Other tombs in the valley are much more instructive about Egyptian life, death, and the afterlife.|The valley has more than one tomb. |0
73896e|The Committee recognized that uncertainty or fear of failure may immobilize an agency's efforts to implement GPRA and that its implementation is evolutionary in that proficiency comes with time and experience.|The implementation of GPRA changes as things become more proficient over time.|0
45218e|But his nobles were intent on revenge and imposed a second, even more violent, White Terror against Jacobins and Bonapartists, including some of Napoleon's greatest generals.|Some of Napoleon's greatest generals were targeted in the White Terror.|0
66720e|Reaganism is reprised, with a reference to a $100 billion tax cut--but the tax cut is Clinton's.|With a reference to a $100,000,000,000 tax cut, Reaganism was brought up once more -- but the tax cut was the act of Clinton.|0
66015e|and it was enough for all five of us six of us|It was enough for all of us.|0
27522e|Station Jesus is taken down from the crose the point being marked by a small shrine, with an ancient wooden figure of Mary in a glass case.|The little shrine that marks the point has an ancient wooden carving of Mary encased in glass.|0
99011e|well uh at least it's hopefully still helping the the student|Hopefully, it is still assisting the student at the very least.|0
124893e|Further east is Mt.Baldy.|Mt Baldy is to the east.|0
114496e|Pompey's Pillar sits only a few minutes' walk to the southwest.|Pompey's Pillar is in the southwest area.|0
33015e|Accurately measuring WTP for avoided health and welfare losses depends on the reliability and validity of the data collected.|Correctly measuring WTP.|0
53295e|Newsweek 's The Brain's Last Stand ponders the significance of chess champion Garry Kasparov's rematch with IBM's Deep Blue.|Newsweek has an article called The Brain's Last Stand.|0
130084e|She unhooked it with a steady hand.|She had steady hands.|0
41040e|But the half-closed eyes seemed still to send an agonized message.|Despite the eyes being half-closed they seemed to send an agonized message.|0
96744e|It can be a phone call asking, How are you?|What if it's a phone call that asks how you are?|0
72208e|yeah i know i had an estimate for that little rust spot and they wanted like three hundred bucks|The estimate I had for it was $300.|0
81810e|you know with the great needs that we need today in science and biology and uh you know the the problems we have with AIDS and cancer and and that how come everybody is a lawyer you know you know|Everyone aspires to be a lawyer despite the other problems there are in the world|0
114508e|Second to the mountains are the cities, temples, and shrines of the Kathmandu Valley.|The cities, temples and shrines of the valley are second to the mountains.|0
64789e|The administration is appealing the decision to the Supreme Court.|The decision will be appealed by the administration to the highest court in the land. |0
143823e|The affinity between pigeons and tourists makes sense.|It makes sense that pigeons and tourists have similarities.|0
30106e|Kim Luu and her six co-workers never see the callers' faces.|Kim Luu works with 6 other people.|0
37575e|In the post-Soviet chaos, youngsters found more ways to duck conscription, and the quality of the average soldier plummeted.|After the fall of the Soviet Union, young mean found ways to avoid enlistment. This greatly affected the quality of Russian soldiers. |0
36649e|The center contains a concert hall with acclaimed acoustics, theaters, a library, an exhibition gallery, shops, restaurants, and bars.|You'll find the greatest venues for art, culture, shopping, and dining in the center.|0
11285e|As she had thought it stood a little ajar, and the voices within were plainly audible.|She was able to head the voices inside.|0
24254e|One of the most powerful ways to expand client services and support for providers is to engage the private bar in poverty law activities.|They advocated for them to be more engaged with poverty law activities.|0
91624e|Therefore, it is an exchange revenue of the entity that administers the retirement plan and thus is an offset to that entity's gross cost in calculating its net cost of operations.|Exchange revenue gives a retirement plan and offsets the entity's gross cost. |0
128693e|And I still have a copy of the restraining order he obtained when I attempted, in an excess of neighborly zeal, to climb the fire escape in the loft next to his in that gritty industrial area he called home.|He once lived in a gritty industrial area. |0
85936e|So long as gossip busied itself in coupling their names together, any other vagaries of the doctor's passed unobserved.|Because people had the doctor's love life to gossip about, they ignored other things.|0
6541e|It is famous as the home of Europe's oldest university, established in the 10th century on the foundation of a renowned law school dating back even earlier to the 5th century, the end of the Roman empire.|Europe's oldest university is there.|0
84269e|Turkish Vans if you've never seen one i mean you wouldn't know that it was a pure bred it's just uh medium size short hair cat it's got he's mostly white with uh brown and black patches|Although he has brown and black patches, he is mostly white.|0
64925e|These include a hot waterfall at the Shibaseki spring, hot sand at Takegawara, hot mud at Kannawa, and picturesque outdoor baths in hot ponds among the rocks of the aptly named Hotta Hot Springs.|There are many hot attractions to visit, including Hotta Hot Springs.|0
63635e|But the reason pointers point is not that they are responding to a capital gains tax cut or any of the other incentives known to affect the behavior of human beings.|Pointers never point in response to capital gains tax cuts.|0
93672e|um yes yeah we just had salmon last night for dinner uh but also the spices here um old bay is a spice i don't know if you're even aware of it it's what they used on the|We had fish last night for dinner, and they used old bay on the.|0
102958e|And if he gets this balancing act wrong, he must pander even more furiously to make it up.|He must keep a balance or he will be forced to pander. |0
47374e|Still, the solution Schor proposes seems almost as forced and obsessive as overspending itself.|Schor proposes a solution that is forced and obsessive.|0
124423e|oh that was sad wasn't it|That was sad.|0
143460e|And as in Burma, the Philippines, and Indonesia, Japan appealed to Malay nationalism to throw off the Western imperialist yoke in a movement of Asian solidarity an  Asia for the Asians  spearheaded by Japan's Imperial Army.|Japan sought to gain Malaysian allies by appealing to their nationalist desire to end Western imperialism.|0
109076e|Eventually, I managed to scrape my jaw off the floor and make a show of nodding, agreeing, going along with...whatever was happening.|I closed my mouth.|0
104334e|After all, he's just a newspaper columnist.|He is but a newspaper columnist.|0
66988e|Yung Shue Wan is still a very British residential enclave, with many nice pubs.|Yung Shue Wan has many nice pubs.|0
135537e|that makes sense|That seems sensible.|0
109851e|well you know you'd be surprised how many of the various ones are coming in and giving us demos at all times and i sit in on all this stuff|You'd be surprised how many people are coming in and offering us demos. |0
90427e|so uh that's where i learned about|I learned|0
59405e|Our top story  As the presidential race nears the home stretch, Bob Dole and President Bill Clinton yadda yadda yadda . In other news ...|The hottest story with the presidential race coming to a close, Bob Dole and President Bill Clinton, and so on and so forth.|0
145930e|A Reporter's Guide to GAO is available on GAO's Web site www.gao.gov.|There is a guide on their website.|0
63616e|it's encouraging them to not speak English|It's supporting them to not speak English.|0
33937e|In response to our inquiry, HCFA staff explained that it did not submit a copy of the analysis to SBA.|HCFA said it didn't send it to the SBA.|0
99838e|yeah uh-huh that's what i've seen uh-huh|Yes, I have seen that before.|0
112606e|Tenants not represented by attorneys normally get evicted.|Those did not have an attorney more than likely were evicted.|0
44759e|You were on a hill.|You were high up.|0
38614e|The preamble to the interim rules contain the information required by the Paperwork Reduction Act including the need for the information, the parties affected, and the burden estimates related to the collections by each Department.|The need for the information, as required by the Paperwork Reduction Act is found in the preamble.|0
125330e|At last, it seems, Wolf has found a forum where the personal really is as political as she thinks it is.|It seems that, at last, Wolf has found a forum where the personal really is as political, as she thinks it is.|0
48968e|McGwire's homer was a high fly, as Niehaus attested, and as was confirmed by his broadcast partner Rick Rizzs, who marveled at the ball's hang time.|McGwire hit a home run.|0
120843e|In that event, FASAB staff will provide written copies of the request to the Board members.|The Board members would be receiving written copies of the request from FASAB members.|0
108019e|He's good stuff, too served in the cavalry.... Kells studied the young man by the mule.|He served in the cavalry.|0
14081e|Hal right that was great well what do you think about the metric system you well what do you do out there are you a professor you say|What do you think of the metric system?|0
59271e|Like you've never seen him , Newsweek put a naked Kidman on the cover last year.|Newsweek ha a picture of Kidman naked last year.|0
68879e|'Tis a great mystery.|It's a big mystery.|0
72542e|i guess Canada's quite concerned that we're sending a lot of our stuff up there|People up in Canada are probably wondering why all this stuff has arrived there.|0
16170e|He had to hold it near the glowing bit for steadiness, and it began searing his fingers.|It began to burn his fingers as he held it.|0
40507e|The sun shining through the water turns the light inside the cave a brilliant unearthly blue, and objects on the white sand seabed gleam like silver.|The cave takes on a blue color when the sun is shining.|0
94989e|When affirmative action works, its critics deny its essential nature.|Critics deny affirmative action's nature when it works.|0
107216e|Chitwan, Heart of the Jungle in Nepali, is a tropical forest on the southern border with India.|Chitwan is on the southern border of Nepal near India.|0
57049e|On the wall here, you'll see what appears to be the Star of David.|There is, on the wall here, what appears to be the Star of David.|0
41039e|Mr. Brown   The voice stopped.|"The voice stopped speaking after they said ""Mr Brown"""|0
70051e|really until there are about six more in the cage|Until there are at least six more in the cage.  |0
47386e|The Maryland Legal Services Corp. - which supports 28 organizations providing legal help to those with cases involving domestic abuse, landlord-tenant disputes and other issues - faces a $1 million budget shortfall because of slack interest on the accounts that help fund it.| The Maryland Legal Services Corp. supports 28 organizations.|0
142662e|Kanishka was a champion of the Mahayana (Great Vehicle) school, which attributed for the first time a quasi-divinity to Buddha; his active patronage of the arts led to the creation of the first bronze and stone sculptures of Buddha.|Kanishka supported the arts and made possible the crafting of bronze sculptures of Buddha.|0
106893e|Not very professional looking.|It doesn't look very professional.|0
52463e|oh okay my dad is too|Yes, my father is too.|0
8278e|you know that that they're not in the home by choice anymore|They're not in the home by choice|0
12315e|um-hum because women are in every field now i mean i can't think of a field that they're not involved in|Women have jobs in all fields.|0
24478e|yeah i expect it would yeah but boy it would move you across the water though|Indeed, that engine would be more than adequate for your needs.|0
130060e|In the long run, a larger capital stock also requires more saving just to replace depreciating capital.|A larger capital stock requires more savings just to replace depreciating capital. |0
30298e|This natural force has been venerated by man since early times, as shown by the cave-temple of Pan, to whom the Syrians and Greeks dedicated the stream.|The Syrians and Greeks worshiped Pan.|0
144356e|uh for example i was messing around with a spreadsheet this weekend that's a third of a meg in beta size|This weekend I was dealing with a spreadsheet.|0
89887e|The dude admitted that he tried weed once back in school.|He admitted to trying weed back in school.|0
85869e|We at The Salmon Corp care about our employees, you know.'|The Salmon Corp cares for their workers.|0
57482e|The storm killed at least 68 people and caused damage worth hundreds of millions of dollars.|Dozens died in the storm.|0
70665e|His dance around the canvas looks like its own hidden language.|His dancing was dramatic.|0
138357e|His body was totally relaxed.|He was relaxed and at ease.|0
8539e| Dave did as she had ordered, busy with his own thoughts as he discovered what he was to wear.|Dave did what she wanted him to. |0
4963e|Ethnic diversity is only one element in a range of factors a university properly may consider in attaining the goal of a heterogeneous student body.|There are a number of elements that a university should consider in attaining the goal of a heterogeneous student body|0
53359e|These people have made Nueva Tabarca their home for more than two centuries, in spite of poor fishing and the lack of doctor, priest, and schoolmaster.|Even though fishing was poor, they made Nueva Tabarca their home anyway. |0
40310e|However, participation in a taxpayer clinic is not solely limited to tax experts since these programs provide extensive training and mentoring.|Participation in a taxpayer clinic is not solely limited to tax experts.|0
80158e|Wow, I thought, stepping back.|I stepped back in surprise.|0
40122e|Even if you have a Japan Railpass, we suggest that you invest in the all-inclusive Hakone Free Pass offered by the Odakyu Railway.|We suggest you invest in the Hakone Free Pass. |0
48847e|4The total change in net national saving from 1990 to 2000 was also affected by an increase in state and local government saving of about 0.6 percentage points.|Net national savings did not change much between 1990 and 2000.|0
119642e|Some companies moved their headquarters out of Hong Kong.|Hong Kong is no longer home to some companies' headquarters.|0
140944e|participants were gone but she was sitting there filling out paperwork you know so you know it took her thirty minutes plus to to handle one traffic accident|It took her half an hour to handle a traffic accident.|0
135159e|" S� a real diablo , that one!"""|That one is a real diablo.|0
88e|Her face was heavily flushed, and she yawned repeatedly. |She was yawning with a flushed face.|0
56696e|A relatively new project in orchid breeding, it has some 50,000 plants and more than 4,000 varieties of delicate orchids.|There are in excess of 4,000 varieties of orchids involved in a new project.|0
46161e|It was here that St. Denis was martyred (see page 13) and where St. Ignatius Loyola launched the Jesuit movement in 1534.|St. Denis was martyred over here.|0
96668e|Tanenhaus accuses Chambers of having inadvertently instigated McCarthyism, and shows us Chambers' paranoia, his introversion, his sententiousness (Stephen Koch, the Wall Street Journal ). (Also, see Slate's mildly critical review by Ann Douglas.)|Tanehaus accuses Chambers of instigating McCarythism due to his paranoia and introversion.|0
141348e|Farmworker community organizations have found that agricultural workers are more willing to discuss issues arising out of their employment in base communities where they have the support of family and friends in pursuing their claims.|Agricultural workers with employment issues are more likely to take action them when they are surrounded by supportive family and friends.|0
95214e|I threw that table over.|I flipped the table.|0
20995e|um though there are jobs of course that exist that way here uh they don't|There are employment opportunities like that in this area.|0
67776e|The McCain campaign has more specific evidence of success.|There is more specific evidence to be found in the McCain campaign.|0
60630e|The knowledge to be captured when moving from system integration into system demonstration should include the |There are lessons to learn as you move from system integration to system demonstration.|0
66770e|With the reorganization, the service delivery network resource centers are now called resource centers.|Because of the reorganization, service delivery network resource centers are now referred to as resource centers.|0
47557e|The chain swung again and the woman twirled low, her gray cloak fanning out.|The woman wore a gray cloak.|0
128970e|The road, rutted deep by the heavy wagons, curled southward.|Curled southward, the road is rutted deep by heavy wagons.|0
140336e|They whinnied, eyes wide.|Their eyes were open wide.|0
41204e|It is expected that continued planning and concerted effort will result in higher quality service provided more uniformly throughout the state, and that clients in increasing numbers will be the beneficiaries of a more thoughtful and better coordinated state justice community in Colorado.|Concerted efforts and continuous planning is expected to lead to higher quality service.|0
107727e|From the Index: Percentage of Americans who believe they are more likely to cheat at cards than Bill Clinton or Al  8.|From the source of the index is the percentages.|0
120398e|That admitted of two possibilities. |Fewer than three possibilities were open.|0
95947e|Overlooking the grove's lily pond is an exact replica of the famous bust of the Dama de Elche (The Lady of Elche).|The bust is a copy of the Dama de Elche. |0
80736e|In FY 1997 and FY 1998, Standard A mail grew 7.8 percent and 7.3 percent respectively.|Standard A mail grew in 1997 and 1998 by 7.8 and 7.3 percent.|0
96479e|uh when i have a chance i watch those on uh i guess Sixty Minutes is usually on Sundays and uh i just like to see you know who they are raking over the coals|I like to watch 60 minutes on Sundays to see who they're targeting this time.|0
131023e|have you are you a Civil War buff at all|Do you consider yourself to be a Civil War enthusiast? |0
46663e|The Romans invaded Scotland in a.d. 78 84, where they met a fierce group called the Picts, whom they drove north.|In a.d. 78 84, Scotland was taken over by the Romans.|0
